index,G1,G2,G3,G4,G5,G6,G7
2016-01-07,21.5,21.600000000000005,23.475,24.933333333333334,23.54,24.933333333333334,25.52
2016-01-08,21.55,21.833333333333332,22.4,25.333333333333332,23.36,24.8,26.1
2016-01-09,22.55,22.600000000000005,23.225,25.266666666666666,23.28,25.5,22.82
2016-01-10,23.75,21.5,25.825000000000003,27.066666666666663,20.7,24.1,22.3
2016-01-11,23.8,23.133333333333336,25.875,27.833333333333332,23.419999999999998,25.95,23.119999999999997
2016-01-12,25.8,23.666666666666668,26.625,29.2,25.04,26.25,24.380000000000003
2016-01-13,22.549999999999997,23.066666666666663,25.35,27.099999999999998,24.2,26.6,25.26
2016-01-14,22.85,19.900000000000002,22.95,25.03333333333333,22.360000000000003,23.95,23.72
2016-01-15,23.5,22.7,24.6,26.266666666666666,23.599999999999998,25.35,23.64
2016-01-16,22.799999999999997,22.7,25.125,26.633333333333336,23.04,26.35,23.080000000000002
2016-01-17,24.549999999999997,22.266666666666666,26.125,27.900000000000002,22.6,25.4,22.24
2016-01-18,25.049999999999997,22.866666666666664,26.95,28.833333333333332,22.6,25.733333333333334,21.82
2016-01-19,23.1,22.400000000000002,25.775,28.53333333333333,22.86,25.166666666666668,22.48
2016-01-20,23.1,21.8,25.45,27.933333333333334,22.520000000000003,25.400000000000002,22.720000000000006
2016-01-21,23.65,21.333333333333332,25.574999999999996,27.366666666666664,21.759999999999998,24.900000000000002,22.26
2016-01-22,24.2,21.133333333333333,24.95,27.866666666666664,21.3,24.766666666666666,21.459999999999997
2016-01-23,24.45,22.666666666666668,26.974999999999998,29.2,22.98,25.23333333333333,22.139999999999997
2016-01-24,25.95,24.400000000000002,28.2,29.7,23.560000000000002,24.75,23.839999999999996
2016-01-25,25.950000000000003,23.066666666666666,26.575000000000003,25.5,23.02,26.0,23.1
2016-01-26,20.85,20.333333333333336,20.9,20.933333333333334,21.580000000000002,25.400000000000002,24.119999999999997
2016-01-27,20.0,18.066666666666666,22.25,23.0,19.32,22.333333333333332,22.840000000000003
2016-01-28,23.35,21.433333333333334,23.75,26.03333333333333,21.6,23.066666666666666,23.96
2016-01-29,24.75,24.400000000000002,26.25,26.666666666666668,24.82,26.266666666666666,24.84
2016-01-30,23.85,22.2,24.575,25.066666666666666,22.48,26.2,23.880000000000003
2016-01-31,23.35,19.166666666666668,23.075,24.3,19.825000000000003,24.900000000000002,24.22
2016-02-01,20.5,19.266666666666666,22.25,23.833333333333332,18.125,22.75,24.479999999999997
2016-02-02,22.55,18.5,21.924999999999997,22.8,20.02,22.4,24.34
2016-02-03,23.35,19.966666666666665,22.425,21.7,20.220000000000002,23.5,22.9
